Timestamp,Image,Resolution,Num_Iterations,avg_CPU_Time_ms,avg_OpenCL_Time_ms,avg_OpenCL_kernel_ms,avg_OpenCL_kernel_write_ms,avg_OpenCL_kernel_read_ms,avg_OpenCL_kernel_operation_ms,Error_MAE,Image_Name,Width,Height,Pixel Count,Speedup,operation_speedup
2024-12-16 13:55:18, images/Artemis_square75.jpg, 75x75,5,0.0059398,0.109982,0.006176,0.00352,0.0032,0.012896,9.78436,Artemis,75,75,5625,0.0540070193304359,0.46059243176178666
2024-12-16 13:55:19, images/Artemis_small240.jpg, 160x240,5,0.0201498,0.343172,0.010752,0.027616,0.026688,0.065056,10.0321,Artemis,160,240,38400,0.05871632883801709,0.30973007870142644
2024-12-16 13:55:19, images/Artemis_medium640.jpg, 427x640,5,0.0818192,2.1533,0.059392,0.113632,0.125536,0.29856,10.063,Artemis,427,640,273280,0.03799712069846282,0.27404608788853163
2024-12-16 13:55:19, images/Artemis_large1024.jpg, 683x1023,5,0.130893,5.44084,0.114656,0.984896,0.670048,1.7696,10.1065,Artemis,683,1023,698709,0.024057498474500266,0.07396756329113924
