Timestamp,Image,Resolution,Num_Iterations,avg_CPU_Time_ms,avg_OpenCL_Time_ms,avg_OpenCL_kernel_ms,avg_OpenCL_kernel_write_ms,avg_OpenCL_kernel_read_ms,avg_OpenCL_kernel_operation_ms,Error_MAE,Image_Name,Width,Height,Pixel Count,Speedup,operation_speedup
2024-12-20 15:30:56, images/Tulips_square75.jpg, 75x75,10,0.410222,0.165964,0.018432,0.003392,0.003136,0.02496,1.27893,Tulips,75,75,5625,2.471752910269697,16.43517628205128
2024-12-20 15:30:56, images/Tulips_small240.jpg, 240x192,10,3.84516,0.283923,0.024256,0.017792,0.017568,0.059616,0.751823,Tulips,240,192,46080,13.54296763559134,64.4987922705314
2024-12-20 15:30:56, images/Tulips_medium640.jpg, 640x512,10,25.0759,1.49875,0.146112,0.139584,0.148224,0.43392,0.572934,Tulips,640,512,327680,16.731209341117598,57.789223820059
2024-12-20 15:30:57, images/Tulips_large1024.jpg, 1023x819,10,60.031,5.33158,0.309248,0.407776,0.517376,1.2344,0.528438,Tulips,1023,819,837837,11.25951406524895,48.631723914452365
