Timestamp,Image,Resolution,Num_Iterations,avg_CPU_Time_ms,avg_OpenCL_Time_ms,avg_OpenCL_kernel_ms,avg_OpenCL_kernel_write_ms,avg_OpenCL_kernel_read_ms,avg_OpenCL_kernel_operation_ms,Error_MAE,Image_Name,Width,Height,Pixel Count,Speedup,operation_speedup
2025-01-22 09:54:37, images/Artemis_square75.jpg, 75x75,100,0.220905,0.147563,0.011264,0.006688,0.003392,0.021344,1.38116,Artemis,75,75,5625,1.4970216111084755,10.349747001499251
2025-01-22 09:54:33, images/Artemis_small240.jpg, 160x240,100,1.47782,0.237575,0.016384,0.028736,0.024256,0.069376,0.674349,Artemis,160,240,38400,6.2204356518993995,21.301602859778598
2025-01-22 09:54:33, images/Artemis_medium640.jpg, 427x640,100,10.7551,0.916653,0.038912,0.14416,0.15504,0.338112,0.496674,Artemis,427,640,273280,11.733011292168356,31.809282131364753
2025-01-22 09:54:39, images/Artemis_large1024.jpg, 683x1023,100,27.3182,1.67407,0.105472,0.488928,0.659648,1.25405,0.455366,Artemis,683,1023,698709,16.31843351831166,21.78397990510745
